Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Region,TaxReturnsFiled,EstimatedPopulation,TotalWages
72628,STANDARD,DEER,AR,PRIMARY,35.84,-93.35,NA-US-AR-DEER,South,304,569,"6,713,874.00"
50237,STANDARD,RUNNELLS,IA,PRIMARY,41.51,-93.35,NA-US-IA-RUNNELLS,Midwest,"1,348","2,642","65,711,616.00"
70664,PO BOX,SULPHUR,LA,PRIMARY,30.22,-93.35,NA-US-LA-SULPHUR,South,664,"1,141","25,128,189.00"
70665,STANDARD,SULPHUR,LA,PRIMARY,30.22,-93.35,NA-US-LA-SULPHUR,South,"4,279","8,168","199,357,219.00"
70663,STANDARD,SULPHUR,LA,PRIMARY,30.22,-93.35,NA-US-LA-SULPHUR,South,"11,840","21,792","444,020,369.00"
55378,STANDARD,SAVAGE,MN,PRIMARY,44.75,-93.35,NA-US-MN-SAVAGE,Midwest,"12,117","22,994","764,423,383.00"
65333,STANDARD,HOUSTONIA,MO,PRIMARY,38.89,-93.35,NA-US-MO-HOUSTONIA,Midwest,359,660,"8,771,120.00"
64645,STANDARD,HARRIS,MO,PRIMARY,40.3,-93.35,NA-US-MO-HARRIS,Midwest,,,
65728,STANDARD,PONCE DE LEON,MO,PRIMARY,36.87,-93.35,NA-US-MO-PONCE DE LEON,Midwest,,,
72845,STANDARD,KNOXVILLE,AR,PRIMARY,35.37,-93.36,NA-US-AR-KNOXVILLE,South,528,966,"15,070,021.00"
71920,STANDARD,ALPINE,AR,PRIMARY,34.24,-93.36,NA-US-AR-ALPINE,South,,,
50452,STANDARD,LATIMER,IA,PRIMARY,42.76,-93.36,NA-US-IA-LATIMER,Midwest,372,692,"9,611,977.00"
50008,STANDARD,ALLERTON,IA,PRIMARY,40.7,-93.36,NA-US-IA-ALLERTON,Midwest,368,672,"9,676,585.00"
50169,STANDARD,MITCHELLVILLE,IA,PRIMARY,41.66,-93.36,NA-US-IA-MITCHELLVILLE,Midwest,"1,157","2,113","46,653,099.00"
56007,STANDARD,ALBERT LEA,MN,PRIMARY,43.65,-93.36,NA-US-MN-ALBERT LEA,Midwest,"10,412","17,858","313,785,927.00"
55786,PO BOX,TACONITE,MN,PRIMARY,47.32,-93.36,NA-US-MN-TACONITE,Midwest,,,
65339,STANDARD,MALTA BEND,MO,PRIMARY,39.19,-93.36,NA-US-MO-MALTA BEND,Midwest,295,549,"7,144,431.00"
50006,STANDARD,ALDEN,IA,PRIMARY,42.51,-93.37,NA-US-IA-ALDEN,Midwest,792,"1,444","23,617,578.00"
50428,STANDARD,CLEAR LAKE,IA,PRIMARY,43.13,-93.37,NA-US-IA-CLEAR LAKE,Midwest,"4,590","7,996","166,545,701.00"
50043,PO BOX,BUCKEYE,IA,PRIMARY,42.41,-93.37,NA-US-IA-BUCKEYE,Midwest,,,
50431,PO BOX,COULTER,IA,PRIMARY,42.73,-93.37,NA-US-IA-COULTER,Midwest,,,
50444,STANDARD,HANLONTOWN,IA,PRIMARY,43.28,-93.37,NA-US-IA-HANLONTOWN,Midwest,,,
65355,STANDARD,WARSAW,MO,PRIMARY,38.24,-93.37,NA-US-MO-WARSAW,Midwest,"4,310","7,658","85,686,024.00"
72846,STANDARD,LAMAR,AR,PRIMARY,35.43,-93.38,NA-US-AR-LAMAR,South,"1,534","2,883","43,373,816.00"
71857,STANDARD,PRESCOTT,AR,PRIMARY,33.8,-93.38,NA-US-AR-PRESCOTT,South,"2,449","4,526","63,666,889.00"
50479,STANDARD,THORNTON,IA,PRIMARY,42.94,-93.38,NA-US-IA-THORNTON,Midwest,295,546,"8,513,414.00"
50139,STANDARD,LACONA,IA,PRIMARY,41.18,-93.38,NA-US-IA-LACONA,Midwest,576,"1,076","19,921,920.00"
55070,STANDARD,SAINT FRANCIS,MN,PRIMARY,45.39,-93.38,NA-US-MN-SAINT FRANCIS,Midwest,"3,306","6,077","138,470,592.00"
55316,STANDARD,CHAMPLIN,MN,PRIMARY,45.16,-93.38,NA-US-MN-CHAMPLIN,Midwest,"11,573","20,946","614,760,299.00"
64688,STANDARD,WHEELING,MO,PRIMARY,39.78,-93.38,NA-US-MO-WHEELING,Midwest,251,465,"5,613,218.00"
64641,STANDARD,GALT,MO,PRIMARY,40.12,-93.38,NA-US-MO-GALT,Midwest,269,483,"6,093,880.00"
65737,STANDARD,REEDS SPRING,MO,PRIMARY,36.75,-93.38,NA-US-MO-REEDS SPRING,Midwest,"3,708","6,567","85,648,448.00"
72833,STANDARD,DANVILLE,AR,PRIMARY,35.05,-93.39,NA-US-AR-DANVILLE,South,"1,931","3,684","52,530,436.00"
50161,STANDARD,MAXWELL,IA,PRIMARY,41.89,-93.39,NA-US-IA-MAXWELL,Midwest,927,"1,723","37,865,490.00"
50154,STANDARD,MC CALLSBURG,IA,PRIMARY,42.16,-93.39,NA-US-IA-MC CALLSBURG,Midwest,,,
71450,STANDARD,MARTHAVILLE,LA,PRIMARY,31.8,-93.39,NA-US-LA-MARTHAVILLE,South,432,845,"15,797,128.00"
71439,STANDARD,HORNBECK,LA,PRIMARY,31.32,-93.39,NA-US-LA-HORNBECK,South,747,"1,430","27,353,545.00"
55369,STANDARD,OSSEO,MN,PRIMARY,45.11,-93.39,NA-US-MN-OSSEO,Midwest,"17,281","29,961","895,007,868.00"
55303,STANDARD,ANOKA,MN,PRIMARY,45.21,-93.39,NA-US-MN-ANOKA,Midwest,"21,908","39,074","988,577,463.00"
55311,STANDARD,OSSEO,MN,PRIMARY,45.11,-93.39,NA-US-MN-OSSEO,Midwest,"15,150","28,970","1,253,535,052.00"
55569,PO BOX,OSSEO,MN,PRIMARY,45.11,-93.39,NA-US-MN-OSSEO,Midwest,,,
65611,STANDARD,BLUE EYE,MO,PRIMARY,36.49,-93.39,NA-US-MO-BLUE EYE,Midwest,913,"1,662","19,999,744.00"
65619,STANDARD,BROOKLINE,MO,PRIMARY,37.12,-93.39,NA-US-MO-BROOKLINE,Midwest,"3,244","6,066","127,800,471.00"
72670,STANDARD,PONCA,AR,PRIMARY,36.06,-93.4,NA-US-AR-PONCA,South,,,
72860,STANDARD,ROVER,AR,PRIMARY,34.93,-93.4,NA-US-AR-ROVER,South,,,
50118,STANDARD,HARTFORD,IA,PRIMARY,41.45,-93.4,NA-US-IA-HARTFORD,Midwest,385,720,"14,745,417.00"
50102,PO BOX,GARDEN CITY,IA,PRIMARY,42.25,-93.4,NA-US-IA-GARDEN CITY,Midwest,,,
70633,STANDARD,DEQUINCY,LA,PRIMARY,30.37,-93.4,NA-US-LA-DEQUINCY,South,"3,083","5,903","113,869,042.00"
55709,STANDARD,BOVEY,MN,PRIMARY,47.29,-93.4,NA-US-MN-BOVEY,Midwest,"1,764","3,212","56,893,247.00"
56649,STANDARD,INTERNATIONAL FALLS,MN,PRIMARY,48.58,-93.4,NA-US-MN-INTERNATIONAL FALLS,Midwest,"4,528","7,765","141,923,332.00"
55343,STANDARD,HOPKINS,MN,PRIMARY,44.92,-93.4,NA-US-MN-HOPKINS,Midwest,"13,210","20,423","586,626,481.00"
55305,STANDARD,HOPKINS,MN,PRIMARY,44.92,-93.4,NA-US-MN-HOPKINS,Midwest,"10,962","17,425","682,279,589.00"
65779,STANDARD,WHEATLAND,MO,PRIMARY,37.94,-93.4,NA-US-MO-WHEATLAND,Midwest,877,"1,552","13,931,506.00"
65332,STANDARD,GREEN RIDGE,MO,PRIMARY,38.62,-93.4,NA-US-MO-GREEN RIDGE,Midwest,649,"1,243","17,645,037.00"
70660,STANDARD,SINGER,LA,PRIMARY,30.65,-93.41,NA-US-LA-SINGER,South,572,"1,124","23,189,197.00"
71023,STANDARD,DOYLINE,LA,PRIMARY,32.51,-93.41,NA-US-LA-DOYLINE,South,"1,563","2,854","52,892,756.00"
56358,STANDARD,OGILVIE,MN,PRIMARY,45.83,-93.41,NA-US-MN-OGILVIE,Midwest,"1,413","2,594","42,859,706.00"
65351,STANDARD,SWEET SPRINGS,MO,PRIMARY,38.96,-93.41,NA-US-MO-SWEET SPRINGS,Midwest,"1,054","1,882","28,141,920.00"
65781,STANDARD,WILLARD,MO,PRIMARY,37.29,-93.41,NA-US-MO-WILLARD,Midwest,"3,647","7,060","127,715,870.00"
65613,STANDARD,BOLIVAR,MO,PRIMARY,37.6,-93.41,NA-US-MO-BOLIVAR,Midwest,"6,617","12,190","182,501,530.00"
72638,STANDARD,GREEN FOREST,AR,PRIMARY,36.33,-93.42,NA-US-AR-GREEN FOREST,South,"2,720","5,053","69,986,182.00"
71922,PO BOX,ANTOINE,AR,PRIMARY,34.03,-93.42,NA-US-AR-ANTOINE,South,,,
50227,STANDARD,POPEJOY,IA,PRIMARY,42.59,-93.42,NA-US-IA-POPEJOY,Midwest,,,
50434,STANDARD,FERTILE,IA,PRIMARY,43.26,-93.42,NA-US-IA-FERTILE,Midwest,,,
71018,STANDARD,COTTON VALLEY,LA,PRIMARY,32.81,-93.42,NA-US-LA-COTTON VALLEY,South,688,"1,290","20,686,575.00"
55722,PO BOX,COLERAINE,MN,PRIMARY,47.3,-93.42,NA-US-MN-COLERAINE,Midwest,550,"1,002","17,985,299.00"
55046,STANDARD,LONSDALE,MN,PRIMARY,44.47,-93.42,NA-US-MN-LONSDALE,Midwest,"2,213","4,254","106,781,086.00"
56089,STANDARD,TWIN LAKES,MN,PRIMARY,43.56,-93.42,NA-US-MN-TWIN LAKES,Midwest,,,
65710,STANDARD,MORRISVILLE,MO,PRIMARY,37.48,-93.42,NA-US-MO-MORRISVILLE,Midwest,480,947,"13,673,508.00"
65337,STANDARD,LA MONTE,MO,PRIMARY,38.77,-93.42,NA-US-MO-LA MONTE,Midwest,847,"1,642","22,626,986.00"
65686,STANDARD,KIMBERLING CITY,MO,PRIMARY,36.64,-93.42,NA-US-MO-KIMBERLING CITY,Midwest,"2,314","4,050","50,168,115.00"
72854,STANDARD,OZONE,AR,PRIMARY,35.67,-93.43,NA-US-AR-OZONE,South,259,488,"5,550,503.00"
71827,STANDARD,BUCKNER,AR,PRIMARY,33.35,-93.43,NA-US-AR-BUCKNER,South,313,598,"8,660,906.00"
72660,STANDARD,OAK GROVE,AR,PRIMARY,36.45,-93.43,NA-US-AR-OAK GROVE,South,,,
50230,STANDARD,RADCLIFFE,IA,PRIMARY,42.31,-93.43,NA-US-IA-RADCLIFFE,Midwest,510,938,"15,869,229.00"
50166,STANDARD,MILO,IA,PRIMARY,41.28,-93.43,NA-US-IA-MILO,Midwest,723,"1,400","26,663,276.00"
70645,STANDARD,HACKBERRY,LA,PRIMARY,29.96,-93.43,NA-US-LA-HACKBERRY,South,549,"1,026","21,694,497.00"
55372,STANDARD,PRIOR LAKE,MN,PRIMARY,44.72,-93.43,NA-US-MN-PRIOR LAKE,Midwest,"14,170","26,347","917,368,894.00"
65681,STANDARD,LAMPE,MO,PRIMARY,36.56,-93.43,NA-US-MO-LAMPE,Midwest,992,"1,764","22,055,665.00"
72851,STANDARD,NEW BLAINE,AR,PRIMARY,35.33,-93.44,NA-US-AR-NEW BLAINE,South,316,563,"7,055,552.00"
72835,STANDARD,DELAWARE,AR,PRIMARY,35.23,-93.44,NA-US-AR-DELAWARE,South,323,607,"9,760,839.00"
72824,STANDARD,BELLEVILLE,AR,PRIMARY,35.09,-93.44,NA-US-AR-BELLEVILLE,South,545,"1,036","13,454,590.00"
71021,PO BOX,CULLEN,LA,PRIMARY,32.97,-93.44,NA-US-LA-CULLEN,South,432,755,"8,115,762.00"
55052,STANDARD,MORRISTOWN,MN,PRIMARY,44.22,-93.44,NA-US-MN-MORRISTOWN,Midwest,966,"1,695","33,273,034.00"
64652,STANDARD,LAREDO,MO,PRIMARY,40.02,-93.44,NA-US-MO-LAREDO,Midwest,,,
64682,STANDARD,TINA,MO,PRIMARY,39.53,-93.44,NA-US-MO-TINA,Midwest,,,
50446,STANDARD,JOICE,IA,PRIMARY,43.36,-93.45,NA-US-IA-JOICE,Midwest,250,474,"7,669,638.00"
50482,STANDARD,VENTURA,IA,PRIMARY,43.12,-93.45,NA-US-IA-VENTURA,Midwest,442,791,"14,513,433.00"
50201,STANDARD,NEVADA,IA,PRIMARY,42.01,-93.45,NA-US-IA-NEVADA,Midwest,"3,906","7,004","153,218,638.00"
50052,STANDARD,CLIO,IA,PRIMARY,40.63,-93.45,NA-US-IA-CLIO,Midwest,,,
50068,STANDARD,DERBY,IA,PRIMARY,40.92,-93.45,NA-US-IA-DERBY,Midwest,,,
71071,STANDARD,SAREPTA,LA,PRIMARY,32.89,-93.45,NA-US-LA-SAREPTA,South,"1,057","2,057","39,959,989.00"
71429,STANDARD,FLORIEN,LA,PRIMARY,31.44,-93.45,NA-US-LA-FLORIEN,South,"1,186","2,332","43,630,216.00"
55017,STANDARD,DALBO,MN,PRIMARY,45.68,-93.45,NA-US-MN-DALBO,Midwest,319,580,"12,207,218.00"
55344,STANDARD,EDEN PRAIRIE,MN,PRIMARY,44.84,-93.45,NA-US-MN-EDEN PRAIRIE,Midwest,"7,636","11,838","384,172,488.00"
55346,STANDARD,EDEN PRAIRIE,MN,PRIMARY,44.84,-93.45,NA-US-MN-EDEN PRAIRIE,Midwest,"8,543","15,754","603,815,389.00"
55347,STANDARD,EDEN PRAIRIE,MN,PRIMARY,44.84,-93.45,NA-US-MN-EDEN PRAIRIE,Midwest,"14,560","27,496","1,538,029,566.00"
71835,STANDARD,EMMET,AR,PRIMARY,33.72,-93.46,NA-US-AR-EMMET,South,566,"1,055","14,916,257.00"
71921,STANDARD,AMITY,AR,PRIMARY,34.26,-93.46,NA-US-AR-AMITY,South,"1,162","2,241","27,039,702.00"
71861,STANDARD,TAYLOR,AR,PRIMARY,33.1,-93.46,NA-US-AR-TAYLOR,South,836,"1,577","27,611,625.00"
50151,STANDARD,LUCAS,IA,PRIMARY,41.03,-93.46,NA-US-IA-LUCAS,Midwest,323,595,"10,873,319.00"
50035,STANDARD,BONDURANT,IA,PRIMARY,41.68,-93.46,NA-US-IA-BONDURANT,Midwest,"2,280","4,438","114,243,638.00"
71075,STANDARD,SPRINGHILL,LA,PRIMARY,33,-93.46,NA-US-LA-SPRINGHILL,South,"2,429","4,351","66,125,645.00"
71426,PO BOX,FISHER,LA,PRIMARY,31.49,-93.46,NA-US-LA-FISHER,South,,,
56342,STANDARD,ISLE,MN,PRIMARY,46.14,-93.46,NA-US-MN-ISLE,Midwest,"1,446","2,498","34,084,136.00"
55345,STANDARD,MINNETONKA,MN,PRIMARY,44.93,-93.46,NA-US-MN-MINNETONKA,Midwest,"10,963","19,697","801,686,075.00"
72830,STANDARD,CLARKSVILLE,AR,PRIMARY,35.45,-93.47,NA-US-AR-CLARKSVILLE,South,"5,857","10,878","154,364,933.00"
50001,STANDARD,ACKWORTH,IA,PRIMARY,41.36,-93.47,NA-US-IA-ACKWORTH,Midwest,283,552,"11,620,023.00"
50009,STANDARD,ALTOONA,IA,PRIMARY,41.65,-93.47,NA-US-IA-ALTOONA,Midwest,"7,478","13,943","355,065,255.00"
50420,STANDARD,ALEXANDER,IA,PRIMARY,42.8,-93.47,NA-US-IA-ALEXANDER,Midwest,,,
50457,STANDARD,MESERVEY,IA,PRIMARY,42.91,-93.47,NA-US-IA-MESERVEY,Midwest,,,
71449,STANDARD,MANY,LA,PRIMARY,31.56,-93.47,NA-US-LA-MANY,South,"3,654","6,784","123,275,491.00"
55327,STANDARD,DAYTON,MN,PRIMARY,45.18,-93.47,NA-US-MN-DAYTON,Midwest,"1,758","3,210","91,081,997.00"
55379,STANDARD,SHAKOPEE,MN,PRIMARY,44.77,-93.47,NA-US-MN-SHAKOPEE,Midwest,"18,480","33,688","962,417,616.00"
65656,STANDARD,GALENA,MO,PRIMARY,36.8,-93.47,NA-US-MO-GALENA,Midwest,"1,970","3,639","46,089,713.00"
65631,STANDARD,CLEVER,MO,PRIMARY,37.02,-93.47,NA-US-MO-CLEVER,Midwest,"1,893","3,669","63,190,274.00"
65738,STANDARD,REPUBLIC,MO,PRIMARY,37.11,-93.47,NA-US-MO-REPUBLIC,Midwest,"7,175","13,596","252,864,735.00"
64635,STANDARD,CHULA,MO,PRIMARY,39.92,-93.47,NA-US-MO-CHULA,Midwest,,,
65735,STANDARD,QUINCY,MO,PRIMARY,38,-93.47,NA-US-MO-QUINCY,Midwest,,,
50047,STANDARD,CARLISLE,IA,PRIMARY,41.51,-93.48,NA-US-IA-CARLISLE,Midwest,"2,477","4,609","107,608,047.00"
56042,STANDARD,HARTLAND,MN,PRIMARY,43.8,-93.48,NA-US-MN-HARTLAND,Midwest,357,636,"10,151,210.00"
56029,STANDARD,EMMONS,MN,PRIMARY,43.5,-93.48,NA-US-MN-EMMONS,Midwest,344,634,"10,298,773.00"
65321,STANDARD,BLACKBURN,MO,PRIMARY,39.1,-93.48,NA-US-MO-BLACKBURN,Midwest,,,
71860,STANDARD,STAMPS,AR,PRIMARY,33.35,-93.49,NA-US-AR-STAMPS,South,"1,013","1,880","26,483,225.00"
50123,STANDARD,HUMESTON,IA,PRIMARY,40.86,-93.49,NA-US-IA-HUMESTON,Midwest,366,657,"8,909,695.00"
50327,STANDARD,PLEASANT HILL,IA,PRIMARY,41.58,-93.49,NA-US-IA-PLEASANT HILL,Midwest,"4,726","8,647","232,012,575.00"
50145,PO BOX,LIBERTY CENTER,IA,PRIMARY,41.2,-93.49,NA-US-IA-LIBERTY CENTER,Midwest,,,
71051,STANDARD,ELM GROVE,LA,PRIMARY,32.34,-93.49,NA-US-LA-ELM GROVE,South,981,"1,815","32,179,322.00"
71067,STANDARD,PRINCETON,LA,PRIMARY,32.61,-93.49,NA-US-LA-PRINCETON,South,"1,410","2,544","42,390,441.00"
71406,STANDARD,BELMONT,LA,PRIMARY,31.71,-93.49,NA-US-LA-BELMONT,South,,,
56469,STANDARD,PALISADE,MN,PRIMARY,46.71,-93.49,NA-US-MN-PALISADE,Midwest,481,837,"10,476,713.00"
56072,STANDARD,NEW RICHLAND,MN,PRIMARY,43.89,-93.49,NA-US-MN-NEW RICHLAND,Midwest,"1,150","2,071","36,293,463.00"
65650,STANDARD,FLEMINGTON,MO,PRIMARY,37.8,-93.49,NA-US-MO-FLEMINGTON,Midwest,503,943,"8,955,788.00"
64633,STANDARD,CARROLLTON,MO,PRIMARY,39.36,-93.49,NA-US-MO-CARROLLTON,Midwest,"2,485","4,326","64,042,093.00"
65675,PO BOX,HURLEY,MO,PRIMARY,36.93,-93.49,NA-US-MO-HURLEY,Midwest,,,
65327,PO BOX,EMMA,MO,PRIMARY,38.97,-93.49,NA-US-MO-EMMA,Midwest,,,
71940,STANDARD,DELIGHT,AR,PRIMARY,34.02,-93.5,NA-US-AR-DELIGHT,South,601,"1,154","16,508,141.00"
50071,STANDARD,DOWS,IA,PRIMARY,42.65,-93.5,NA-US-IA-DOWS,Midwest,461,823,"11,526,121.00"
50236,STANDARD,ROLAND,IA,PRIMARY,42.16,-93.5,NA-US-IA-ROLAND,Midwest,724,"1,384","32,932,245.00"
70639,STANDARD,EVANS,LA,PRIMARY,30.98,-93.5,NA-US-LA-EVANS,South,251,479,"8,164,089.00"
71037,STANDARD,HAUGHTON,LA,PRIMARY,32.53,-93.5,NA-US-LA-HAUGHTON,South,"8,420","15,865","330,848,649.00"
56093,STANDARD,WASECA,MN,PRIMARY,44.08,-93.5,NA-US-MN-WASECA,Midwest,"5,904","10,276","198,193,116.00"
72828,STANDARD,BRIGGSVILLE,AR,PRIMARY,34.9,-93.51,NA-US-AR-BRIGGSVILLE,South,,,
50073,STANDARD,ELKHART,IA,PRIMARY,41.79,-93.51,NA-US-IA-ELKHART,Midwest,524,"1,011","24,417,213.00"
71065,STANDARD,PLEASANT HILL,LA,PRIMARY,31.81,-93.51,NA-US-LA-PLEASANT HILL,South,465,872,"17,320,050.00"
55391,STANDARD,WAYZATA,MN,PRIMARY,44.97,-93.51,NA-US-MN-WAYZATA,Midwest,"7,567","13,306","1,268,004,258.00"
64096,STANDARD,WAVERLY,MO,PRIMARY,39.2,-93.51,NA-US-MO-WAVERLY,Midwest,485,894,"14,868,497.00"
65624,STANDARD,CAPE FAIR,MO,PRIMARY,36.72,-93.51,NA-US-MO-CAPE FAIR,Midwest,736,"1,314","15,045,952.00"
72742,STANDARD,KINGSTON,AR,PRIMARY,36.05,-93.52,NA-US-AR-KINGSTON,South,251,481,"5,815,918.00"
72842,STANDARD,HAVANA,AR,PRIMARY,35.11,-93.52,NA-US-AR-HAVANA,South,588,"1,090","13,011,614.00"
50147,STANDARD,LINEVILLE,IA,PRIMARY,40.58,-93.52,NA-US-IA-LINEVILLE,Midwest,,,
56386,STANDARD,WAHKON,MN,PRIMARY,46.11,-93.52,NA-US-MN-WAHKON,Midwest,304,533,"5,657,538.00"
55744,STANDARD,GRAND RAPIDS,MN,PRIMARY,47.22,-93.52,NA-US-MN-GRAND RAPIDS,Midwest,"9,261","16,279","290,180,389.00"
56020,PO BOX,CONGER,MN,PRIMARY,43.61,-93.52,NA-US-MN-CONGER,Midwest,,,
55730,PO BOX,GRAND RAPIDS,MN,PRIMARY,47.22,-93.52,NA-US-MN-GRAND RAPIDS,Midwest,,,
55745,UNIQUE,GRAND RAPIDS,MN,PRIMARY,47.22,-93.52,NA-US-MN-GRAND RAPIDS,Midwest,,,
64622,STANDARD,BOGARD,MO,PRIMARY,39.45,-93.52,NA-US-MO-BOGARD,Midwest,277,501,"7,234,999.00"
64661,STANDARD,MERCER,MO,PRIMARY,40.51,-93.52,NA-US-MO-MERCER,Midwest,364,676,"8,443,640.00"
65360,STANDARD,WINDSOR,MO,PRIMARY,38.53,-93.52,NA-US-MO-WINDSOR,Midwest,"1,900","3,529","46,697,299.00"
72863,STANDARD,SCRANTON,AR,PRIMARY,35.36,-93.53,NA-US-AR-SCRANTON,South,715,"1,321","21,117,530.00"
50046,STANDARD,CAMBRIDGE,IA,PRIMARY,41.89,-93.53,NA-US-IA-CAMBRIDGE,Midwest,689,"1,323","31,865,146.00"
50450,STANDARD,LAKE MILLS,IA,PRIMARY,43.41,-93.53,NA-US-IA-LAKE MILLS,Midwest,"1,431","2,486","42,905,896.00"
70653,STANDARD,MERRYVILLE,LA,PRIMARY,30.75,-93.53,NA-US-LA-MERRYVILLE,South,"1,199","2,288","43,277,924.00"
65645,PO BOX,EUDORA,MO,PRIMARY,37.48,-93.53,NA-US-MO-EUDORA,Midwest,,,
71943,STANDARD,GLENWOOD,AR,PRIMARY,34.33,-93.54,NA-US-AR-GLENWOOD,South,"1,762","3,402","44,166,119.00"
50271,STANDARD,WILLIAMS,IA,PRIMARY,42.49,-93.54,NA-US-IA-WILLIAMS,Midwest,303,540,"6,444,147.00"
50470,STANDARD,ROWAN,IA,PRIMARY,42.74,-93.54,NA-US-IA-ROWAN,Midwest,,,
55392,PO BOX,NAVARRE,MN,PRIMARY,44.95,-93.54,NA-US-MN-NAVARRE,Midwest,,,
65774,STANDARD,WEAUBLEAU,MO,PRIMARY,37.89,-93.54,NA-US-MO-WEAUBLEAU,Midwest,375,709,"7,353,149.00"
64001,STANDARD,ALMA,MO,PRIMARY,39.09,-93.54,NA-US-MO-ALMA,Midwest,332,575,"8,468,534.00"
65770,STANDARD,WALNUT GROVE,MO,PRIMARY,37.41,-93.54,NA-US-MO-WALNUT GROVE,Midwest,"1,330","2,475","38,432,198.00"
50032,PO BOX,BERWICK,IA,PRIMARY,41.66,-93.55,NA-US-IA-BERWICK,Midwest,,,
71063,STANDARD,PELICAN,LA,PRIMARY,31.89,-93.55,NA-US-LA-PELICAN,South,310,570,"8,147,425.00"
56653,STANDARD,LITTLEFORK,MN,PRIMARY,48.39,-93.55,NA-US-MN-LITTLEFORK,Midwest,613,"1,087","18,525,436.00"
55374,STANDARD,ROGERS,MN,PRIMARY,45.19,-93.55,NA-US-MN-ROGERS,Midwest,"5,913","11,547","356,374,211.00"
55317,STANDARD,CHANHASSEN,MN,PRIMARY,44.85,-93.55,NA-US-MN-CHANHASSEN,Midwest,"9,307","17,368","789,350,478.00"
56313,PO BOX,BOCK,MN,PRIMARY,45.78,-93.55,NA-US-MN-BOCK,Midwest,,,
65601,STANDARD,ALDRICH,MO,PRIMARY,37.54,-93.55,NA-US-MO-ALDRICH,Midwest,357,653,"8,582,717.00"
65612,STANDARD,BOIS D ARC,MO,PRIMARY,37.21,-93.55,NA-US-MO-BOIS D ARC,Midwest,596,"1,091","18,964,609.00"
65305,STANDARD,WHITEMAN AIR FORCE BASE,MO,PRIMARY,38.73,-93.55,NA-US-MO-WHITEMAN AIR FORCE BASE,Midwest,"1,089","2,098","29,885,090.00"
65610,STANDARD,BILLINGS,MO,PRIMARY,37.06,-93.55,NA-US-MO-BILLINGS,Midwest,"2,130","4,051","68,509,474.00"
64601,STANDARD,CHILLICOTHE,MO,PRIMARY,39.79,-93.55,NA-US-MO-CHILLICOTHE,Midwest,"5,195","9,133","142,894,563.00"
72616,STANDARD,BERRYVILLE,AR,PRIMARY,36.37,-93.56,NA-US-AR-BERRYVILLE,South,"4,300","7,830","107,726,581.00"
71970,STANDARD,STORY,AR,PRIMARY,34.67,-93.56,NA-US-AR-STORY,South,,,
50125,STANDARD,INDIANOLA,IA,PRIMARY,41.36,-93.56,NA-US-IA-INDIANOLA,Midwest,"8,367","15,319","361,926,946.00"
55356,STANDARD,LONG LAKE,MN,PRIMARY,44.98,-93.56,NA-US-MN-LONG LAKE,Midwest,"2,593","4,768","343,095,259.00"
55330,STANDARD,ELK RIVER,MN,PRIMARY,45.33,-93.56,NA-US-MN-ELK RIVER,Midwest,"16,909","31,206","821,400,166.00"
55331,STANDARD,EXCELSIOR,MN,PRIMARY,44.9,-93.56,NA-US-MN-EXCELSIOR,Midwest,"8,812","16,166","968,536,865.00"
56032,PO BOX,FREEBORN,MN,PRIMARY,43.76,-93.56,NA-US-MN-FREEBORN,Midwest,,,
64020,STANDARD,CONCORDIA,MO,PRIMARY,38.98,-93.56,NA-US-MO-CONCORDIA,Midwest,"1,635","2,936","47,042,778.00"
65336,STANDARD,KNOB NOSTER,MO,PRIMARY,38.76,-93.56,NA-US-MO-KNOB NOSTER,Midwest,"2,629","4,822","79,363,188.00"
71845,STANDARD,LEWISVILLE,AR,PRIMARY,33.36,-93.57,NA-US-AR-LEWISVILLE,South,858,"1,551","19,856,981.00"
71825,STANDARD,BLEVINS,AR,PRIMARY,33.87,-93.57,NA-US-AR-BLEVINS,South,,,
72852,STANDARD,OARK,AR,PRIMARY,35.71,-93.57,NA-US-AR-OARK,South,,,
56052,STANDARD,KILKENNY,MN,PRIMARY,44.31,-93.57,NA-US-MN-KILKENNY,Midwest,381,674,"12,297,700.00"
56009,STANDARD,ALDEN,MN,PRIMARY,43.67,-93.57,NA-US-MN-ALDEN,Midwest,789,"1,471","22,601,378.00"
56096,STANDARD,WATERVILLE,MN,PRIMARY,44.22,-93.57,NA-US-MN-WATERVILLE,Midwest,"1,488","2,614","47,771,554.00"
56071,STANDARD,NEW PRAGUE,MN,PRIMARY,44.54,-93.57,NA-US-MN-NEW PRAGUE,Midwest,"5,383","9,948","245,477,106.00"
65640,STANDARD,DUNNEGAN,MO,PRIMARY,37.7,-93.57,NA-US-MO-DUNNEGAN,Midwest,322,600,"6,277,740.00"
65649,STANDARD,FAIR PLAY,MO,PRIMARY,37.63,-93.57,NA-US-MO-FAIR PLAY,Midwest,659,"1,209","14,474,589.00"
65674,STANDARD,HUMANSVILLE,MO,PRIMARY,37.79,-93.57,NA-US-MO-HUMANSVILLE,Midwest,966,"1,798","18,420,905.00"
65633,STANDARD,CRANE,MO,PRIMARY,36.9,-93.57,NA-US-MO-CRANE,Midwest,"1,575","3,009","40,784,680.00"
71950,STANDARD,KIRBY,AR,PRIMARY,34.21,-93.58,NA-US-AR-KIRBY,South,371,717,"9,037,445.00"
